"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060562","GO:0060562","epithelial tube morphogenesis","77/2657","331/18986",0.232628398791541,1.66228181387136,4.9032098770909,3.36023091464247e-06,0.000124855062978739,9.07962792899356e-05,"7472/115908/57167/81792/55083/4070/10370/4323/3627/7422/130497/7474/1282/4488/6662/596/25902/183/7291/8549/9723/57822/1909/4609/340419/6943/79191/6469/6491/374/51676/388585/8914/5420/57057/4233/51804/64065/5241/2045/2637/9423/9620/3091/51176/64399/1969/4208/26585/2263/9464/655/4435/3687/5629/4036/2099/4192/7475/339829/5567/653/6495/133/5087/367/2697/2348/9421/30812/56963/2668/7471/25789/2737/7490/9353",77
"GO:0022617","GO:0022617","extracellular matrix disassembly","24/2657","65/18986",0.369230769230769,2.63839495092788,5.33733570647596,3.37941308567922e-06,0.000124855062978739,9.07962792899356e-05,"4316/4320/10630/4312/4314/2191/4323/4321/4322/3249/285590/6624/4319/1513/4313/256764/5650/4318/3569/101/9507/4317/1215/5340",24
"GO:1903319","GO:1903319","positive regulation of protein maturation","14/2657","27/18986",0.518518518518518,3.70515340330922,5.6739741157628,3.54676977794347e-06,0.000130253527234295,9.4722115027712e-05,"7123/4323/6659/85409/7036/3249/2023/6900/2934/101/2161/147372/3818/10418",14
"GO:1901654","GO:1901654","response to ketone","57/2657","224/18986",0.254464285714286,1.81831348459595,4.9696457775919,3.57122163964901e-06,0.000130370847118853,9.48074316240154e-05,"3624/9076/6422/768/5021/6586/6696/1019/9314/5723/790/5111/4129/111/1946/598/2690/6663/4747/8061/2660/7023/6715/5729/114907/3490/114131/3205/10631/5732/1646/11280/5105/7049/7054/6338/54541/10628/7097/367/7057/3767/1728/196541/2155/108/7292/3206/11184/2354/857/54206/5030/8313/5563/3158/9353",57
"GO:0050432","GO:0050432","catecholamine secretion","20/2657","49/18986",0.408163265306122,2.91659305799851,5.41868174813076,3.66459242898399e-06,0.000132437952857196,9.6310658689564e-05,"5021/6387/1268/3745/1113/7052/6804/6623/5028/5579/6860/9607/140/3351/2668/26281/2865/150/3737/1813",20
"GO:0001755","GO:0001755","neural crest cell migration","22/2657","57/18986",0.385964912280702,2.7579713302828,5.36175127571551,3.67103407561118e-06,0.000132437952857196,9.6310658689564e-05,"7291/57556/9723/80031/1909/6469/223117/6663/1908/2637/3091/56920/9464/655/8929/2348/55698/2335/30812/2668/2066/3670",22
"GO:0071248","GO:0071248","cellular response to metal ion","49/2657","183/18986",0.26775956284153,1.91331692138099,5.0078897515279,3.70011713866949e-06,0.000132706540417895,9.65059791723154e-05,"9076/27132/7474/1894/7036/2167/6556/4496/10058/3745/22871/2822/6263/8904/4494/4884/4499/4495/4501/3777/6469/63928/9378/9058/7018/5743/7020/288/1740/4493/10105/4208/1393/326343/144402/55512/6261/4489/7054/3706/359/5336/1728/3736/286097/664/10235/2354/5563",49
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","44/2657","158/18986",0.278481012658228,1.98992868134329,5.04024490628239,3.7618735393743e-06,0.000134137037308038,9.75462557302871e-05,"7472/4070/4323/7422/7474/1282/4488/6662/596/183/9723/1909/4609/340419/6943/6469/374/8914/57057/4233/51804/5241/2637/9620/51176/64399/1969/26585/2263/655/4435/2099/4192/7475/6495/5087/367/30812/2668/7471/25789/2737/7490/9353",44
"GO:0071621","GO:0071621","granulocyte chemotaxis","38/2657","129/18986",0.294573643410853,2.10492103643148,5.07938439241842,3.98178628581808e-06,0.000140658938812103,0.000102289070129134,"6373/2919/6374/3627/7422/2921/6372/7130/2920/6369/3579/3553/3577/1441/54210/6280/1908/64065/6279/2660/1907/59341/6362/6358/4283/6352/51561/4192/6368/10344/728/6375/7057/6283/6846/2207/6348/9353",38
"GO:0006631","GO:0006631","fatty acid metabolic process","90/2657","405/18986",0.222222222222222,1.58792288713252,4.82430348573418,3.99064982118145e-06,0.000140658938812103,0.000102289070129134,"57761/2110/9370/5166/5354/6662/9518/1268/7291/2946/28965/32/8850/1580/9388/54575/54600/948/54657/54577/8647/9415/54576/54578/54659/3248/54658/1374/4282/3553/3992/2169/2329/33/8824/5743/27306/3952/27163/29785/66002/127/10998/2168/35/225/414149/2182/3638/23205/1907/3692/1109/84830/54988/80221/6319/1646/5105/341/51085/7054/570/5742/9536/79746/2180/10434/2194/10891/1558/80339/1066/1576/50487/1555/8660/341392/4051/64600/3990/284541/2938/857/116285/55301/5563/344/5322/2326",90
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","53/2657","204/18986",0.259803921568627,1.85646866951523,4.96108798921828,4.02274733764999e-06,0.0001409800538389,0.000102522589290966,"6422/3651/4760/6659/7036/6755/1268/3745/1113/2822/353500/26154/111/2867/1946/1374/2775/3553/91608/130399/2641/3952/6804/222546/2182/3091/2044/7447/6833/3814/114131/6352/3569/1393/3741/5579/9607/2151/3767/3170/9066/8660/8431/6616/2865/6343/150/6514/2244/169026/1813/9971/3670",53
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","10/2657","15/18986",0.666666666666667,4.76376866139757,5.88226685415241,4.33602283024793e-06,0.000151095613738128,0.000109878760357419,"9088/994/225689/991/995/7272/993/9133/11130/10403",10
"GO:0006270","GO:0006270","DNA replication initiation","17/2657","38/18986",0.447368421052632,3.19673949646416,5.46776640451596,4.38959590967371e-06,0.000152098258271349,0.000110607896933021,"23594/1017/4171/55388/990/90381/345643/64785/4172/4175/4176/4173/81620/8318/898/9134/4998",17
"GO:0006261","GO:0006261","DNA-templated DNA replication","46/2657","169/18986",0.272189349112426,1.94497063690197,4.97745975390031,4.50041958223691e-06,0.000155062209538533,0.000112763322116723,"9837/23594/79075/9156/5425/63922/1017/4171/9401/55388/990/1663/51750/90381/5111/345643/3159/8914/64785/10293/5983/4172/84515/4175/11169/4176/4173/81620/144455/10721/8318/7083/898/2237/4796/5423/675/1763/84296/51659/9134/4998/5427/641/26271/389643",46
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","66/2657","274/18986",0.240875912408759,1.72121568422759,4.85066880915969,4.84331435825743e-06,0.000164763921202929,0.000119818537186543,"6373/90226/2899/9340/3627/11251/148/1268/117/8549/1909/1113/3352/2358/2357/776/7433/111/10419/4842/80045/8811/2775/2769/2587/5138/2641/5745/3360/53637/2828/1902/4985/153/2827/6752/11245/3363/6344/154/9699/5028/64805/4283/114131/9472/5732/1132/4887/5567/133/493/2849/108/4543/3351/5350/2865/150/2918/1129/1813/796/5064/4886/54112",66
"GO:0010755","GO:0010755","regulation of plasminogen activation","11/2657","18/18986",0.611111111111111,4.36678793961444,5.76451174370666,4.85424383095331e-06,0.000164763921202929,0.000119818537186543,"5328/7123/5054/3249/861/5329/2023/5270/5345/2161/7057",11
"GO:0042310","GO:0042310","vasoconstriction","29/2657","88/18986",0.329545454545455,2.35481746330448,5.13848961497403,4.86259085891574e-06,0.000164763921202929,0.000119818537186543,"5021/148/183/1909/1311/3352/477/2149/553/4313/5743/1908/3952/185/1907/3363/5023/3741/2702/6546/6338/133/79987/3351/10800/3274/857/150/2244",29
"GO:0032963","GO:0032963","collagen metabolic process","34/2657","111/18986",0.306306306306306,2.18875857415564,5.06679058707284,4.90583897049502e-06,0.000164811324071977,0.000119853009189796,"3624/4316/1277/4320/9509/57332/4312/4314/1278/2191/5653/4323/4321/4322/871/861/1289/8710/4319/8985/2149/1513/4313/79148/3091/57333/4318/5345/64066/1508/3569/55512/4317/4239",34
"GO:0033044","GO:0033044","regulation of chromosome organization","63/2657","258/18986",0.244186046511628,1.74486875388399,4.85920467854862,4.91773557886382e-06,0.000164811324071977,0.000119853009189796,"11065/9319/8607/332/908/4751/8110/57520/4085/1017/10459/221150/1063/5570/4609/4171/225689/7203/991/1736/83540/5347/990/699/9314/8850/1663/51750/22948/7153/55143/891/983/7272/55055/26354/55226/10576/10575/9212/9787/23397/147841/9700/54892/9918/220134/701/1062/10856/57405/2237/10460/23310/11130/3619/10403/3320/64151/286053/8193/26271/8313",63
"GO:0046683","GO:0046683","response to organophosphorus","39/2657","135/18986",0.288888888888889,2.06429975327228,5.00593184468065,5.034692255734e-06,0.000167813954371829,0.000122036562285726,"1277/9370/6781/5179/6263/366/343/9465/374/10626/3553/5983/5138/5743/1261/8061/1902/50506/6715/2819/1811/7425/5028/64805/9472/5023/4435/1393/5105/3767/22953/5207/3488/348980/2354/54206/5030/7490/3158",39
"GO:1990868","GO:1990868","response to chemokine","32/2657","102/18986",0.313725490196078,2.2417734877165,5.07243810873366,5.26659517840064e-06,0.000173656065748017,0.000126285024170252,"6373/2919/6586/6374/3627/2921/6372/6387/7032/2920/11240/6369/3579/4015/1237/3577/54209/3091/6362/6358/80149/4283/6352/2840/6368/10344/6375/2296/6846/6348/6364/9353",32
"GO:1990869","GO:1990869","cellular response to chemokine","32/2657","102/18986",0.313725490196078,2.2417734877165,5.07243810873366,5.26659517840064e-06,0.000173656065748017,0.000126285024170252,"6373/2919/6586/6374/3627/2921/6372/6387/7032/2920/11240/6369/3579/4015/1237/3577/54209/3091/6362/6358/80149/4283/6352/2840/6368/10344/6375/2296/6846/6348/6364/9353",32
"GO:0072006","GO:0072006","nephron development","44/2657","160/18986",0.275,1.9650545728265,4.94486136916498,5.38278802083514e-06,0.000176538176105786,0.000128380933545052,"9370/55083/4070/7422/130497/23213/3976/6662/596/183/1909/4609/6943/8710/79191/4854/6469/388585/7477/5159/5420/51196/54798/51804/2828/80310/285/4208/26585/655/4435/7475/9863/26508/6495/5087/2296/30812/2668/7471/25789/2737/2066/7490",44
"GO:0010959","GO:0010959","regulation of metal ion transport","90/2657","408/18986",0.220588235294118,1.57624698355067,4.74635863826379,5.46856882817986e-06,0.000177989679970425,0.000129436486657117,"6373/54997/8614/7070/3627/130497/5354/1804/6387/6781/596/9456/183/117/201140/2946/494336/477/353514/162514/776/2273/9465/2149/79026/51083/5159/7881/255738/5348/8787/3783/4842/8811/2641/7018/5743/387129/1908/286183/287/56704/288/1756/4985/5270/54209/1272/6833/154/4283/6588/9472/6352/5987/53827/783/5023/4638/80333/53826/3741/5349/6327/6375/6546/30819/3603/493/3779/196541/407040/22953/482/11027/57158/10288/5350/7466/126755/845/6330/844/857/150/6348/2258/29763/1813/796",90
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","30/2657","93/18986",0.32258064516129,2.30504935228914,5.08907944754693,5.48508878434866e-06,0.000177989679970425,0.000129436486657117,"6373/2919/6586/6374/3627/2921/6372/6387/7032/2920/11240/6369/3579/1237/3577/54209/3091/6362/6358/4283/6352/2840/6368/10344/6375/2296/6846/6348/6364/9353",30
"GO:0002237","GO:0002237","response to molecule of bacterial origin","84/2657","375/18986",0.224,1.60062627022958,4.73866913398304,5.98873528624427e-06,0.000193310071108085,0.000140577680929734,"9076/6373/10417/8140/4314/2919/8767/6374/3627/7474/27250/2921/6372/1594/5054/1051/1268/6556/1019/5179/1869/22904/1734/3552/2920/1437/1604/948/3654/2149/4129/3248/54658/2204/4842/4282/3553/4016/1440/7133/5743/6279/10225/6648/100528032/79931/22914/342979/54209/4318/3656/6833/80149/6401/4283/4208/3620/2263/3569/4435/5732/5105/26228/7054/728/4317/29126/26191/133/7097/5336/389643/1728/7292/11027/10288/249/56300/406952/356/10221/3158/2326/9971",84
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","31/2657","98/18986",0.316326530612245,2.26035961994885,5.04586718242056,6.07576534209987e-06,0.000195092507031929,0.000141873892281494,"5021/148/5125/183/10391/2149/553/3291/91608/10699/1908/6648/185/66002/153/7137/1907/5345/154/10631/2702/9365/1215/133/3816/367/22953/406952/7168/1813/796",31
"GO:0090497","GO:0090497","mesenchymal cell migration","22/2657","59/18986",0.372881355932203,2.66448077671389,5.16517668478223,7.11493559604286e-06,0.000227270312554848,0.000165274024783079,"7291/57556/9723/80031/1909/6469/223117/6663/1908/2637/3091/56920/9464/655/8929/2348/55698/2335/30812/2668/2066/3670",22
"GO:0001890","GO:0001890","placenta development","42/2657","152/18986",0.276315789473684,1.9744567478161,4.86557713228881,7.65423682479325e-06,0.000243230230292523,0.000176880291391595,"7472/8614/4188/10370/6696/1594/3976/6781/1051/899/430/5764/1437/25879/6615/7477/3326/2709/5743/3952/8061/144455/10733/56977/50814/3696/3091/7262/51176/1508/2263/655/4435/10761/653/5340/133/2707/3294/113026/9421/9021",42
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","27/2657","81/18986",0.333333333333333,2.38188433069878,5.02744287273778,8.02858651182205e-06,0.000253810933386622,0.000184574720838796,"7472/4070/4982/10370/7422/7474/23213/6662/80320/89958/183/340419/6469/4487/51804/22943/26585/655/5579/147495/6495/6092/30812/2668/3227/7490/5083",27
"GO:0050796","GO:0050796","regulation of insulin secretion","46/2657","173/18986",0.265895953757225,1.90000021755163,4.79686970014527,8.83320181248266e-06,0.000277815521620288,0.00020203117991627,"6422/3651/4760/6659/6755/1268/3745/1113/2822/353500/26154/111/2867/1946/1374/2775/3553/130399/2641/3952/6804/222546/2182/3091/2044/7447/6833/114131/6352/3569/3741/5579/9607/2151/3767/3170/9066/8660/8431/6616/150/6514/169026/1813/9971/3670",46
"GO:0015844","GO:0015844","monoamine transport","26/2657","77/18986",0.337662337662338,2.41281789343513,5.01093248993976,9.01898865957798e-06,0.000280778971823308,0.00020418624071938,"5021/6387/1268/2824/225689/6581/3745/1113/7052/4129/4842/6804/6623/5028/5023/5579/6860/9607/140/3351/2668/26281/2865/150/3737/1813",26
"GO:0032508","GO:0032508","DNA duplex unwinding","26/2657","77/18986",0.337662337662338,2.41281789343513,5.01093248993976,9.01898865957798e-06,0.000280778971823308,0.00020418624071938,"8607/9837/79075/63922/4171/9401/1663/51750/7153/3159/64785/5983/4172/84515/4175/4176/4173/10856/10721/8318/25788/1763/84296/51659/641/164045",26
"GO:0051785","GO:0051785","positive regulation of nuclear division","23/2657","64/18986",0.359375,2.56796904403463,5.06833410197961,9.09247670362329e-06,0.000281637169814756,0.00020481033382909,"2069/11065/7474/4488/6790/8877/221150/991/10635/3552/5159/4487/3553/9787/9700/1908/220134/51203/255324/286053/55512/1618/3479",23
"GO:0002685","GO:0002685","regulation of leukocyte migration","58/2657","236/18986",0.245762711864407,1.75613505737961,4.71493839873504,9.32485429216541e-06,0.000287383574742967,0.000208989196698783,"7070/4323/3627/7422/7474/5228/6387/5054/9518/124976/430/7130/3552/5764/1265/11240/2358/6369/10894/4282/79148/1588/1908/64065/58494/2660/100528032/22914/131450/54209/1907/59341/3383/80310/64805/6401/6352/84830/26585/3569/7784/51561/26228/55512/101/4192/728/6375/10690/653/7057/2155/8174/6348/6364/90865/9353/646960",58
"GO:0061333","GO:0061333","renal tubule morphogenesis","27/2657","82/18986",0.329268292682927,2.35283696081221,4.95218448732097,1.0387373858304e-05,0.000316235009001779,0.000229970347325605,"55083/4070/7422/130497/1282/6662/596/183/8549/4609/6943/79191/6469/388585/51804/4208/26585/4435/7475/6495/5087/30812/2668/7471/25789/2737/7490",27
"GO:0072028","GO:0072028","nephron morphogenesis","27/2657","82/18986",0.329268292682927,2.35283696081221,4.95218448732097,1.0387373858304e-05,0.000316235009001779,0.000229970347325605,"55083/4070/7422/130497/3976/6662/596/183/4609/6943/79191/6469/388585/51804/26585/655/4435/7475/6495/5087/30812/2668/7471/25789/2737/2066/7490",27
"GO:0045471","GO:0045471","response to ethanol","37/2657","129/18986",0.286821705426357,2.04952837757802,4.82474121199394,1.04156973452404e-05,0.000316235009001779,0.000229970347325605,"9076/9370/2796/1268/2903/5179/117/10213/983/4129/8647/3248/54658/1513/1374/2904/1440/3952/6279/2660/6648/4985/5423/2263/1393/6517/6554/7054/5579/3779/1728/3351/939/8431/2354/3158/1813",37
"GO:0051962","GO:0051962","positive regulation of nervous system development","69/2657","297/18986",0.232323232323232,1.660101200184,4.62505603110242,1.11145954853839e-05,0.000334363173436456,0.000243153392063688,"7472/176/8140/5361/5021/7422/7804/443/3976/6387/375790/1462/145864/7058/22865/7732/22871/5764/284403/7516/7052/6469/9378/10419/11141/1946/3553/5803/6663/259266/7133/4747/347731/64084/3556/5270/9423/3091/27286/140578/3569/8153/4036/147381/84189/63950/4192/54413/3815/50937/3706/7097/6092/2047/4135/2335/407006/6474/30812/10800/1382/84631/2049/2737/90865/1404/1813/5649/9353",69
"GO:0046888","GO:0046888","negative regulation of hormone secretion","24/2657","69/18986",0.347826086956522,2.48544451899003,4.98627391779629,1.11413076157464e-05,0.000334363173436456,0.000243153392063688,"3624/3589/6422/9370/3976/5008/3745/1113/353500/2867/2775/3553/130399/3952/4828/7447/6833/6865/1393/9607/2697/3767/150/1813",24
"GO:0015837","GO:0015837","amine transport","30/2657","96/18986",0.3125,2.23301656003011,4.8855091433144,1.11763330432861e-05,0.000334363173436456,0.000243153392063688,"8140/5021/6387/246213/1268/3745/1113/477/366/343/3952/6804/6623/5028/6865/7054/5579/6860/51458/9607/140/6812/10991/3351/2668/26281/2865/150/3737/1813",30
"GO:0050878","GO:0050878","regulation of body fluid levels","84/2657","381/18986",0.220472440944882,1.57541955731258,4.57671166629276,1.13226213791417e-05,0.000335979243030012,0.000244328619584845,"8862/10630/23657/5328/7166/2191/5021/7422/8692/5054/725/1281/5329/1311/1607/10391/790/4830/2717/6469/948/2149/5055/257194/595/3783/3291/3360/66002/159296/361/5270/3091/10544/1952/5345/59341/80274/5028/64805/84830/2162/5023/3569/4883/7301/2702/2161/362/5567/6338/22915/359/5340/133/363/5336/7057/2151/2697/10398/3043/959/6812/3170/4881/1465/2155/2192/3818/79987/10077/2207/2159/7466/5617/857/6343/150/2066/360/2244/1813/646960",84
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","99/2657","467/18986",0.211991434689507,1.51481722958788,4.54385046957164,1.1339915752032e-05,0.000335979243030012,0.000244328619584845,"3624/54443/11065/9319/27338/1164/8556/128239/332/9088/8110/994/899/596/57520/6790/4085/1017/10459/1019/113130/1869/1163/9928/221150/1063/11170/4609/9833/991/83540/1029/5347/990/699/9314/1033/1111/1978/90381/2273/995/55143/891/983/55920/1104/7272/6491/10309/55055/595/9212/2305/993/9787/1871/147841/9700/27085/6502/51514/890/220134/701/6241/1062/144455/57405/51512/7023/9133/898/10460/11130/637/123879/3619/11200/63967/10403/2146/1030/5591/9134/4998/79616/286053/641/586/8929/8193/3741/26271/5087/51339/407006/126520/5243",99
"GO:0030073","GO:0030073","insulin secretion","52/2657","206/18986",0.252427184466019,1.80375706596607,4.67877222981647,1.19432996659308e-05,0.000352155081015161,0.000256091906298323,"6422/3651/4760/3557/6659/6755/1268/3745/1113/2822/353500/26154/51083/111/2867/1946/1374/2775/3553/130399/2641/3952/6804/222546/2182/7425/3091/2044/7447/6833/9699/114131/6352/3569/3741/5579/10815/9607/2151/3767/3170/9066/8660/27445/8431/6616/150/6514/169026/1813/9971/3670",52
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","23/2657","65/18986",0.353846153846154,2.52846182797255,4.97921083423952,1.22210591610689e-05,0.000358620841315003,0.000260793894059174,"7472/81792/6422/4070/3627/7422/7474/23213/3976/6662/183/6469/51804/81029/26585/655/3687/2099/4192/6495/2697/30812/2668",23
"GO:0048880","GO:0048880","sensory system development","91/2657","422/18986",0.21563981042654,1.5408872565895,4.53261131425365,1.26230460337942e-05,0.000368156204426902,0.00026772813822664,"7472/3624/4237/24147/23657/4760/7070/10370/1290/5523/7422/7474/6659/1282/64220/6662/246213/1412/596/1295/1289/7068/7291/285590/57822/5954/83552/10848/9314/60436/6469/388585/7477/5159/197021/10218/5145/7275/8736/7020/51761/4081/6096/81029/3091/399473/4094/2254/85407/6297/1969/2295/64805/79888/56853/655/7837/5629/84189/6101/8929/7054/7475/50937/362/10586/1410/5087/493/2697/2823/3859/2296/283375/5457/8076/2047/631/2792/23418/30812/118427/348980/356/340273/2737/7490/6656/1813/3670/646960",91
"GO:0042573","GO:0042573","retinoic acid metabolic process","15/2657","33/18986",0.454545454545455,3.24802408731652,5.21363030501528,1.26660621448029e-05,0.000368156204426902,0.00026772813822664,"125/54600/54577/54576/54659/54658/124/29785/130/1558/1576/126/1382/10170/54905",15
"GO:0014074","GO:0014074","response to purine-containing compound","41/2657","150/18986",0.273333333333333,1.953145151173,4.72750084282859,1.30053478232327e-05,0.000376234897169275,0.000273603072130274,"1277/9370/6781/5179/2946/1111/6263/366/790/343/9465/374/3553/5138/5743/1261/8061/50506/6715/2819/1811/7425/5028/64805/9472/5023/4435/1393/5105/6261/6546/3767/22953/5207/845/3488/348980/2354/5030/7490/3158",41
"GO:0048771","GO:0048771","tissue remodeling","49/2657","191/18986",0.256544502617801,1.83317799273676,4.66825522696178,1.32143089819963e-05,0.000380485244068466,0.000276693981500955,"115908/6422/7166/4982/6696/4323/5166/3976/7076/861/183/133522/1909/3552/5764/2149/1513/4313/7018/50507/6522/3952/5745/3091/154/1969/4208/26585/9464/3569/51561/4883/81501/101/4192/5340/9607/2697/284266/2296/9066/407040/3351/23418/3488/406952/857/796/9290",49
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","13/2657","26/18986",0.5,3.57282649604817,5.29540633371735,1.33353867353002e-05,0.000381124209501818,0.000277158645748917,"332/11004/221150/83540/8850/55143/983/9212/220134/1062/81620/3619/10403",13
"GO:0032392","GO:0032392","DNA geometric change","27/2657","83/18986",0.325301204819277,2.32448952754942,4.87801904101729,1.3360786734533e-05,0.000381124209501818,0.000277158645748917,"8607/9837/79075/63922/4171/9401/1663/51750/7153/3159/64785/5983/4172/84515/4175/4176/4173/10856/10721/8318/3149/25788/1763/84296/51659/641/164045",27
"GO:0002062","GO:0002062","chondrocyte differentiation","34/2657","116/18986",0.293103448275862,2.09441553216617,4.76921142831643,1.41254537772895e-05,0.000401071333407946,0.000291664462253292,"1301/81792/7045/5593/130497/23213/4017/4488/871/6662/861/1281/7704/1311/2822/1836/389125/85477/5745/81029/3091/4094/2254/579/85301/4208/26585/55512/4192/55553/6474/2737/8313/1280",34
"GO:0042063","GO:0042063","gliogenesis","79/2657","355/18986",0.222535211267606,1.59015939824116,4.52779446936284,1.43660351883668e-05,0.000406022552120983,0.000295265055023575,"176/8140/4323/7804/443/6659/5354/3976/6662/1462/145864/4653/430/5179/4118/1281/2824/163175/7732/5764/79628/983/6469/374/388585/1191/10419/80045/3553/5803/6663/6280/7133/6279/6900/23500/4147/5209/1902/5270/9423/54209/1272/51176/6833/5028/64805/2146/1030/2840/3569/6547/4036/26228/8929/4192/92737/26227/728/147495/7957/7097/3949/4919/2596/482/664/55553/23418/407006/30812/10800/10100/6348/2737/6656/90865/1404/5649",79
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","17/2657","41/18986",0.414634146341463,2.96283172843019,5.07515109689767,1.52241518542839e-05,0.000423913770680457,0.00030827578953772,"7472/6422/7422/7474/340419/4009/6469/22943/3091/441549/8929/63950/3170/401/2020/7471/26281",17
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","17/2657","41/18986",0.414634146341463,2.96283172843019,5.07515109689767,1.52241518542839e-05,0.000423913770680457,0.00030827578953772,"4314/8877/3553/344807/7133/5743/131450/54209/4318/3569/26228/4317/5336/3949/3479/6348/90865",17
"GO:1990806","GO:1990806","ligand-gated ion channel signaling pathway","17/2657","41/18986",0.414634146341463,2.96283172843019,5.07515109689767,1.52241518542839e-05,0.000423913770680457,0.00030827578953772,"2906/2899/5354/2903/2893/9378/2867/2904/154/4208/3359/285242/2898/2151/2901/2891/2892",17
"GO:0071456","GO:0071456","cellular response to hypoxia","42/2657","156/18986",0.269230769230769,1.92382965171825,4.67358687589753,1.53446693447026e-05,0.000423913770680457,0.00030827578953772,"3624/84962/6422/8614/10370/29923/7422/6781/596/7291/4609/2023/5366/3777/3654/890/58157/5743/2660/7012/4985/2168/54209/3091/6839/114131/2263/655/64506/6547/5105/101/6517/64344/3779/407040/2792/664/10800/406952/360/1813",42
"GO:0097530","GO:0097530","granulocyte migration","42/2657","156/18986",0.269230769230769,1.92382965171825,4.67358687589753,1.53446693447026e-05,0.000423913770680457,0.00030827578953772,"6373/2919/6374/3627/7422/2921/6372/7130/3552/2920/6369/3579/3553/3577/1441/57126/54210/6280/1908/64065/6279/2660/1907/59341/6362/6358/4283/6352/51561/101/4192/6368/10344/728/6375/7057/6283/6846/2207/6348/3605/9353",42
"GO:0003044","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","18/2657","45/18986",0.4,2.85826119683854,5.03422760278244,1.5584071731449e-05,0.000424787164128784,0.000308910932987833,"5021/148/5125/183/2149/553/3291/91608/10699/1908/6648/185/153/1907/5345/154/1215/7168",18
"GO:0030574","GO:0030574","collagen catabolic process","18/2657","45/18986",0.4,2.85826119683854,5.03422760278244,1.5584071731449e-05,0.000424787164128784,0.000308910932987833,"4316/4320/9509/4312/4314/2191/5653/4323/4321/4322/4319/1513/4313/79148/4318/64066/1508/4317",18
"GO:0044786","GO:0044786","cell cycle DNA replication","18/2657","45/18986",0.4,2.85826119683854,5.03422760278244,1.5584071731449e-05,0.000424787164128784,0.000308910932987833,"9837/4171/51750/5111/64785/4172/4175/4173/81620/144455/8318/7083/2237/675/1763/641/26271/389643",18
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","8/2657","11/18986",0.727272727272727,5.19683853970644,5.61628315131806,1.61782554440323e-05,0.000436176018554156,0.000317193060941062,"332/29127/9055/9493/24137/55143/9212/3619",8
"GO:0060346","GO:0060346","bone trabecula formation","8/2657","11/18986",0.727272727272727,5.19683853970644,5.61628315131806,1.61782554440323e-05,0.000436176018554156,0.000317193060941062,"1277/6422/7422/4488/133522/4313/1101/26585",8
"GO:0014033","GO:0014033","neural crest cell differentiation","29/2657","93/18986",0.311827956989247,2.22821437387951,4.78945912377041,1.62863701693954e-05,0.000436176018554156,0.000317193060941062,"6422/10370/6662/7291/57556/9723/80031/1909/6469/223117/9221/6663/1908/2637/3091/4208/56920/9464/655/8929/6495/2296/2348/55698/2335/30812/2668/2066/3670",29
"GO:0033273","GO:0033273","response to vitamin","29/2657","93/18986",0.311827956989247,2.22821437387951,4.78945912377041,1.62863701693954e-05,0.000436176018554156,0.000317193060941062,"1277/6422/590/8614/3651/6696/3627/1594/6781/5179/3552/9227/5743/3952/6648/5009/2168/655/10631/5579/9365/8942/1591/2350/2155/2348/7252/249/360",29
"GO:0046660","GO:0046660","female sex differentiation","35/2657","122/18986",0.286885245901639,2.04998241576535,4.69317048555052,1.77504085873286e-05,0.000473318503765594,0.000344203575215155,"3624/6422/2069/6586/4323/2796/7422/7474/64220/1051/596/117/7130/8372/598/4313/1588/3952/5241/6715/7425/675/7784/4036/2099/7301/3815/23414/6092/2296/63951/268/7490/56729/9353",35
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","22/2657","62/18986",0.354838709677419,2.53555428751806,4.88512671626101,1.78546030890163e-05,0.000474035847380679,0.000344725237129925,"5021/148/8877/10874/477/56923/60675/2149/5743/1908/7137/1907/154/5023/6865/3815/93649/1264/857/150/1129/796",22
"GO:1905952","GO:1905952","regulation of lipid localization","48/2657","188/18986",0.25531914893617,1.82442204053524,4.58241037256425,1.84460271467313e-05,0.000486662127946951,0.000353907237998272,"9370/6696/29923/183/222008/10351/32/3552/9388/6469/948/26154/51083/27346/553/255738/1149/4282/3553/9227/2587/23461/1588/3952/4828/51761/185/54209/2182/80149/3569/341/4481/9536/2180/128486/7057/1066/50487/338/407040/8660/154664/406952/356/857/344/56729",48
