"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000248968.1",13.023483694609,-1.83830783054116,0.370415626390511,-4.96282472868227,6.9475273246999e-07,1.57173321210053e-05
"ENSG00000261061.1",50.0337089514592,-1.57554711112675,0.317612620868378,-4.96059352685382,7.02781136417453e-07,1.58368376938726e-05
"IL1RAPL1",29.1404849335693,1.70472746161697,0.343650287614919,4.9606461075546,7.02590914025863e-07,1.58368376938726e-05
"OSBPL1A",843.124856730265,1.43395027559153,0.289062283131166,4.96069656704697,7.02408412226494e-07,1.58368376938726e-05
"POMP",1650.30246152244,-1.1584163171005,0.233527634440266,-4.96051064738897,7.030810720907e-07,1.58368376938726e-05
"SEMA3D",251.17291475514,1.94551149097288,0.392170865295625,4.96087716640123,7.0175559503761e-07,1.58368376938726e-05
"RGS16",762.5926777476,-2.29558535229172,0.463074539745454,-4.95726962996837,7.14907316044317e-07,1.60916042847291e-05
"COLGALT2",83.4232256008453,1.64304923691007,0.331550056029232,4.95565965690927,7.20853016316953e-07,1.62020544308645e-05
"ENSG00000257194.2",16.8959053566394,2.11985440271663,0.427804509423488,4.95519415064923,7.22581011329787e-07,1.62292007274697e-05
"FCAR",63.3618193733814,-2.96664603174887,0.598875563794686,-4.9536935735884,7.28178478276178e-07,1.63431539473251e-05
"AURKB",396.569777130716,-1.57603608745057,0.318182552995164,-4.95324483575478,7.29860462817295e-07,1.63573684328385e-05
"FOXM1",976.108889467109,-1.54053587661412,0.311013407439467,-4.95327802520527,7.29735932166553e-07,1.63573684328385e-05
"HSD11B2",2886.97019342946,1.70258574867635,0.343856984853161,4.95143569470723,7.36679631262593e-07,1.64983449077524e-05
"GINS3",339.254997651792,-1.29632057912634,0.261838791998858,-4.95083470722698,7.38958475711565e-07,1.65375090149022e-05
"ENSG00000224958.1",49.0071400392391,4.42969066688793,0.894875647163536,4.95006281702782,7.41895319159864e-07,1.6591332094502e-05
"CXCR2",342.562520002507,-3.58952838413389,0.725305892153723,-4.94898555625289,7.46012822540812e-07,1.66714627684855e-05
"ENSG00000259628.1",52.7799692750533,1.21842856031037,0.246214078837447,4.94865511372641,7.47280245185346e-07,1.66878323615227e-05
"MRTO4",1012.57043521863,-1.07116366601385,0.21652650063377,-4.94703263978573,7.53533451701096e-07,1.68154385498706e-05
"TRIM16",1488.13643296013,-1.47770587435621,0.29872808997263,-4.94665859675801,7.54982191560114e-07,1.68357251108655e-05
"RPUSD1",841.147959219166,-1.10329672053214,0.223055293086492,-4.94629248768521,7.56402799937477e-07,1.68553558211782e-05
"EBNA1BP2",961.61286582033,-1.00660482947221,0.203619398537403,-4.94356056791566,7.67085032894435e-07,1.70690098225447e-05
"WDR43",2194.23723682433,-1.04238016379574,0.210865139688087,-4.94334988390034,7.67914848834062e-07,1.70752954661983e-05
"HSP90AB1",21985.5976743943,-1.23480233132771,0.249808570725727,-4.94299426052695,7.69317495900299e-07,1.70943005125368e-05
"FCGR3A",1269.22164722832,-2.21890624146935,0.448956384187136,-4.94236482567638,7.71806160184294e-07,1.71130325367942e-05
"NOS1",109.391242170828,2.59363029931754,0.524756246642488,4.94254297287967,7.71101014690055e-07,1.71130325367942e-05
"NXPH4",54.2330466068975,-3.21992216535118,0.651492039844806,-4.94238143894776,7.71740374978803e-07,1.71130325367942e-05
"FAM60A",2466.26030523704,-1.05527990267734,0.213529473491876,-4.9420807601883,7.72931838432189e-07,1.71258200025348e-05
"ENSG00000255968.1",41.9886027481035,1.26506373438654,0.256028271449521,4.94110953928758,7.76792495815078e-07,1.71869471574064e-05
"IPO4",1282.83562348013,-1.30970224083431,0.265182731508805,-4.93886699704208,7.85777816563901e-07,1.73243184051901e-05
"TRMT6",548.307026453561,-1.23823089163134,0.250755280774848,-4.93800524481535,7.89257205826525e-07,1.73887408546399e-05
"GPR157",223.104683513534,-1.24974326132179,0.253198579349612,-4.93582256477104,7.98136462922626e-07,1.75719571163e-05
"MARCKSL1",2914.52473293606,-1.16132759126008,0.235310843610576,-4.93529143596121,8.00311634006097e-07,1.76074203427985e-05
"MFI2",873.73402614576,-1.77557494193843,0.359820844726929,-4.93460834178722,8.03117555239361e-07,1.76567007546176e-05
"ENSG00000229233.1",27.5491366847173,2.13771798230401,0.433304793593181,4.93352027005513,8.07606565052864e-07,1.77428887394044e-05
"THRB-AS1",22.8506830408252,1.83829060968853,0.372761906404048,4.93154095981029,8.15834559548333e-07,1.79110420508299e-05
"TRAIP",165.08444076059,-1.11401400831891,0.225913607115209,-4.93115055150615,8.17466992840031e-07,1.79342600391213e-05
"ENSG00000235285.1",11.0172031347605,1.65339942385925,0.335445604313,4.92896434653077,8.26666572315928e-07,1.80979067063439e-05
"SMIM2-IT1",11.0172031347605,1.65339942385925,0.335445604313,4.92896434653077,8.26666572315928e-07,1.80979067063439e-05
"ENSG00000224167.1",33.4625813063686,-2.27908469126563,0.462435660837473,-4.92843628698142,8.28903559270825e-07,1.81253899998233e-05
"GJB5",70.0109847975116,-3.07869459638702,0.624685189863864,-4.92839376751984,8.29083935306211e-07,1.81253899998233e-05
"LEPREL4",558.712692310483,-1.06083008210209,0.215290700179514,-4.92743105585863,8.33178082362737e-07,1.82021405010296e-05
"MET",4415.38338136598,-1.77956884079051,0.361178306166681,-4.92711995822156,8.34505252378507e-07,1.82183767378952e-05
"ENSG00000231758.2",37.7748061195575,1.6431712533888,0.333580034382142,4.92586810967955,8.39866358308655e-07,1.83225949511574e-05
"ZBTB7C",1238.01808698804,1.72781496422185,0.350776689677644,4.9256835333319,8.40659616457197e-07,1.83270845944201e-05
"ENSG00000268027.1",143.769018881486,2.01769158549436,0.409651185152628,4.92538935226713,8.41925417085707e-07,1.83418625955467e-05
"MIR1182",19.7364787567601,-1.44710289162112,0.293828602782397,-4.9249898679633,8.43647254884534e-07,1.8366548088369e-05
"ENSG00000253837.1",233.128141349323,-1.46942446343351,0.298377299478806,-4.92471936035431,8.44815108724061e-07,1.83791471038107e-05
"ENSG00000255650.1",13.4598965036211,-2.01999205746508,0.410269569513615,-4.92357271308186,8.49782802246632e-07,1.84592518534047e-05
"LOX",777.331985066165,-1.64891999501884,0.334910808529089,-4.92346007661208,8.50272299046146e-07,1.84592518534047e-05
"TMEM132C",59.371101710602,1.95613829552923,0.397352194541139,4.92293316207343,8.52565778527204e-07,1.84961714831107e-05
"CTSK",2230.74268648376,-1.41310136182704,0.287052694423981,-4.92279427880886,8.53171281441485e-07,1.84964450779222e-05
"SNORD19B",91.8380239466714,-1.37244233315618,0.278822318114714,-4.92228291636083,8.5540428973632e-07,1.85319775186833e-05
"EFNA5",309.180101928485,1.55387647791111,0.315888988775316,4.91905869823259,8.69613908927448e-07,1.88136928688e-05
"NCOA7",4071.79090995121,-1.41191424653258,0.287261888557485,-4.91507680891,8.87476582879168e-07,1.91735505236021e-05
"TEF",955.70923053496,1.39735189986155,0.284292030568307,4.91519898418611,8.86923291011578e-07,1.91735505236021e-05
"GALR2",29.0884274680952,2.79177819833708,0.568085496255839,4.91436274422995,8.90717002142528e-07,1.92302410490245e-05
"NAMPT",8363.08201428658,-1.93587449235638,0.393973085604187,-4.91372269602523,8.93631215395232e-07,1.92798153711515e-05
"ENSG00000151303.11",92.2452878785117,1.72597632250127,0.351310493918433,4.91296546041122,8.97090853244647e-07,1.93410804068233e-05
"HSPH1",3943.76303672063,-1.73312441970377,0.352905563392027,-4.91101472882852,9.06062811827352e-07,1.94970795371689e-05
"PIRT",104.661215027274,2.47391847010856,0.503752017321819,4.91098474058936,9.06201408112795e-07,1.94970795371689e-05
"GZMB",149.754819705073,-2.33038832729818,0.474744282720035,-4.90872331088703,9.16712048107441e-07,1.96935348416929e-05
"SLC4A4",6536.53307758232,2.55555740856694,0.520627158498458,4.90861332692945,9.17226211654317e-07,1.96935348416929e-05
"HAUS7",429.245563394864,-1.03070984732356,0.210029183657813,-4.9074601413622,9.22633979252527e-07,1.97960194296706e-05
"CPT1A",6581.43657490999,1.12496868179703,0.229302962772206,4.90603639916591,9.29352853482051e-07,1.99127891278019e-05
"PAK1IP1",518.320210787159,-1.30775899311507,0.266561091003639,-4.90603856771135,9.29342584027123e-07,1.99127891278019e-05
"MIF",5018.24291962411,-1.43129426724808,0.291823343560609,-4.90465995552139,9.35893289018546e-07,2.00254203960985e-05
"CIDEC",107.759514084144,2.64129293330943,0.538568658642943,4.90428265908533,9.37693809612596e-07,2.00501945020454e-05
"PI3",1239.56288922223,-2.50740694262909,0.511306859862076,-4.90391805677213,9.39436920007015e-07,2.00737079407253e-05
"PYCRL",616.20388866108,-1.60167635732026,0.326628923881815,-4.90365745410777,9.40684734611668e-07,2.00866130497469e-05
"YARS",2052.13563430624,-1.01415993782071,0.206867428828008,-4.90246310676535,9.4642393787927e-07,2.01815362884618e-05
"YTHDF1",2209.44734543133,-1.02745436569222,0.20960679381679,-4.90181805171013,9.49537628963998e-07,2.02341020565504e-05
"LDB3",231.528946057482,2.61100343942411,0.532716168003554,4.90130316338867,9.52030078587826e-07,2.0259537763782e-05
"ENSG00000271216.1",5.13271378807265,-4.00047648483131,0.816238485097137,-4.90111230709152,9.52955566787984e-07,2.02654088732684e-05
"RNF150",573.141358036197,2.11759603157669,0.432240367943613,4.89911676147042,9.62684257314817e-07,2.04444253066374e-05
"GNAO1",310.376276712105,1.80193558774117,0.367920187111125,4.89762630827573,9.70012822257086e-07,2.05860476299009e-05
"GRIN2B",172.786895891713,-2.20139945095159,0.449553815712731,-4.8968541118074,9.73830806774864e-07,2.0653024934708e-05
"TFB2M",590.851178217797,-1.02723999612998,0.209811720398963,-4.89600864135071,9.78027671379338e-07,2.07279410761014e-05
"IL1B",1411.8700261195,-3.4882691882652,0.712658360125585,-4.89472850308035,9.84415357799622e-07,2.08491554088763e-05
"LRAT",29.0290748021512,2.07529349016488,0.424243912263711,4.89174606912183,9.99453380965729e-07,2.11532884165454e-05
"C19orf59",52.5954477602037,-4.23017699473814,0.865131025011075,-4.88963737566109,1.01021901721563e-06,2.13521698374498e-05
"ENSG00000253161.1",23.0258227978685,-1.69787564475525,0.347333933119027,-4.88830915398469,1.01705726863721e-06,2.14821500404028e-05
"RFC3",750.060433131555,-1.59332511425467,0.32601324568135,-4.88730177488556,1.02227337413864e-06,2.15777147855231e-05
"GNA15",343.768897385322,-1.65851742965073,0.339473027454361,-4.88556467088892,1.03132846040019e-06,2.17541270987861e-05
"KIF18A",299.37324789273,-1.42808309498742,0.292338038324274,-4.88504028819995,1.03407707161199e-06,2.1797366488567e-05
"SNRPF",444.735412833409,-1.24352626143205,0.254597380564964,-4.88428537117156,1.0380464394067e-06,2.18662625051795e-05
"BCL2L1",3057.05039038983,-1.04012276024058,0.212970260436556,-4.88388734703375,1.04014515796219e-06,2.18904443040571e-05
"WDR5",1278.3785776142,-1.05483365568556,0.215992055819781,-4.88366876125152,1.04129946300031e-06,2.18904443040571e-05
"ENSG00000265393.1",109.168553402071,-1.69456735463935,0.347044975467845,-4.8828465312167,1.04565253652831e-06,2.19671529845613e-05
"FADS1",741.901438199893,-1.49013545822896,0.305206996637552,-4.88237646792406,1.04814902207015e-06,2.20047813200017e-05
"NDRG2",1612.83918576331,1.11300554120981,0.228000232396462,4.8815982751914,1.05229458411945e-06,2.2076956382498e-05
"CHAF1B",222.146817428233,-1.36060764975601,0.278793715298533,-4.88033831142522,1.05904009978616e-06,2.21781565606584e-05
"LOC284889",7359.8266431195,-1.4174872313348,0.290450896256895,-4.88029904401147,1.05925099449886e-06,2.21781565606584e-05
"LOC731424",37.9124010606864,-3.2949424751084,0.675268177950266,-4.87945764764155,1.06377963199631e-06,2.22580370083091e-05
"TRIM36",460.580144342305,1.3473196915705,0.276129100874355,4.87931075465877,1.06457216048101e-06,2.22596901411033e-05
"TMEM201",480.773698634487,-1.15927555204605,0.237600908178926,-4.87908720943549,1.06577933962928e-06,2.22700053974646e-05
"TOMM40",1959.65406172558,-1.19336942685632,0.244653522375446,-4.87779376838471,1.07279002972636e-06,2.240149301029e-05
"GALR1",10.1355595871517,2.36008622525977,0.484333451404278,4.87285406039357,1.09997480101359e-06,2.29231221557922e-05
"NSMF",1596.31507473668,-1.45504849265676,0.298633662184013,-4.87235257410528,1.1027714135788e-06,2.29660612746447e-05
"MUSTN1",63.6977783592693,1.67421152622958,0.343752033518912,4.87040471903846,1.1136989583082e-06,2.31781630435897e-05
"CDC25A",604.771183741939,-1.71911956476634,0.353030530732505,-4.86960592671498,1.11821027743157e-06,2.32565373500217e-05
"MYADML2",75.0828786026441,-3.25517509018869,0.668513665182915,-4.86927232713788,1.12009954028628e-06,2.32803100321858e-05
"ENSG00000230479.1",9.67766515712156,-2.47715316864226,0.508824368750682,-4.86838547989441,1.12513693977758e-06,2.33383624403199e-05
"CTPS1",805.855390294684,-1.33357794378999,0.27405915621482,-4.86602222019785,1.13866721413664e-06,2.35876501191373e-05
"CCR8",26.9071091091596,-1.83495436895498,0.377107932579054,-4.86585990489689,1.13960223492632e-06,2.35913542952862e-05
"UNC13C",37.8770259622117,2.33882100620548,0.480841478921552,4.86401674716388,1.15027174572379e-06,2.37806677609975e-05
"DLGAP5",632.16627169163,-1.74291341755591,0.358487549431792,-4.86185202336442,1.1629254624923e-06,2.40263481148161e-05
"ENSG00000261373.1",183.031882838928,-1.01929356799774,0.209679051191182,-4.8612084145133,1.16671338398448e-06,2.40568125843779e-05
"LOC100128881",183.031882838928,-1.01929356799774,0.209679051191182,-4.8612084145133,1.16671338398448e-06,2.40568125843779e-05
"ENSG00000223485.1",11.5535886723024,-3.21437947298455,0.661358364717076,-4.86026887156653,1.17226432913567e-06,2.41553040132402e-05
"LTK",251.47959163708,1.53635684615545,0.31613351687972,4.85983536740899,1.17483408831046e-06,2.41922766026545e-05
"ENSG00000254548.1",8.36502833165229,-1.96367286297158,0.404156046083891,-4.85869970769652,1.18159186298881e-06,2.4299354877826e-05
"CXCR1",291.692650391443,-3.59343798460618,0.739671967398485,-4.85815083305744,1.18487134743e-06,2.4334714566013e-05
"ZNF575",48.8724617859025,1.06455456067976,0.219125985409664,4.85818493269769,1.18466734978458e-06,2.4334714566013e-05
"HELZ2",3923.15948523275,-1.00076993431994,0.20603816098054,-4.85720669198973,1.19053301728905e-06,2.44046661794892e-05
"LINC00710",10.3362919697778,2.22610401588686,0.458310940158946,4.8571915283428,1.19062416018151e-06,2.44046661794892e-05
"PMCH",97.5753605451465,-1.3505778015632,0.2780515383235,-4.85729303893246,1.19001414671166e-06,2.44046661794892e-05
"SNTB1",1456.07732162156,-1.46253861060539,0.301157280625251,-4.85639466384119,1.19542326588447e-06,2.4474473190021e-05
"PTTG1",383.001165200261,-1.44626872416703,0.29782019689127,-4.85618080729105,1.19671437825286e-06,2.44812448907243e-05
"TNFSF9",204.647806588365,-2.65214086997555,0.5462268409226,-4.85538364518296,1.2015389021985e-06,2.45477466482557e-05
"RASL10B",82.66069100087,-2.22202216083236,0.457973557361689,-4.85185689242205,1.22310868926733e-06,2.49720692271419e-05
"CSF3R",802.448855818702,-2.58806504270727,0.533476506482278,-4.85131962000139,1.22642719685619e-06,2.50234462134223e-05
"PIWIL1",153.36431725273,-4.52933474455601,0.933972780182211,-4.84953613281147,1.23750526645276e-06,2.52329750310632e-05
"ARHGAP11A",1520.82948465076,-1.44209863377596,0.297384168882721,-4.84927842391192,1.23911395481403e-06,2.52492737089049e-05
"LINC00595",5.51080877194668,2.52246501804266,0.520575320055273,4.84553324151984,1.26272066540169e-06,2.57135095290709e-05
"ADH1A",17.2848265514117,1.83608765807303,0.37898854809769,4.84470485266418,1.26800030562201e-06,2.58041784308479e-05
"ENSG00000268050.2",70.3129529729913,-1.53506505281944,0.31689158158632,-4.84413326834084,1.2716556058629e-06,2.58498154824994e-05
"SYTL2",7109.78039177911,1.04835509513169,0.216419181358898,4.84409509614192,1.27190007903441e-06,2.58498154824994e-05
"LOXL1",413.748698358643,-1.22806107870955,0.253566786631113,-4.84314643501052,1.27799030608404e-06,2.59566820175154e-05
"ENSG00000232682.1",262.028122978376,1.14514055537604,0.236695113340571,4.83804054597587,1.31125396534043e-06,2.65976527677018e-05
"CACNA2D3-AS1",6.68177447372666,2.34451825948472,0.484672731223533,4.83732240014019,1.31599879746766e-06,2.66419302301094e-05
"ENSG00000243715.1",6.68177447372666,2.34451825948472,0.484672731223533,4.83732240014019,1.31599879746766e-06,2.66419302301094e-05
"LSMEM2",259.683168510448,-1.01476974424679,0.209820397387631,-4.83637318812272,1.32229564212827e-06,2.67520474367546e-05
"ICA1L",230.010669700017,1.14616951445557,0.237021325310502,4.83572316944083,1.32662441642922e-06,2.68222306671045e-05
"ENSG00000228791.2",28.4700163740898,1.65750509108023,0.342897339362425,4.83382313249252,1.33935592859175e-06,2.70534400100851e-05
"SLC30A2",51.0186555595768,-2.71254501404778,0.561166903296302,-4.83375801052102,1.33979436534223e-06,2.70534400100851e-05
"BHLHE40",3594.07681054046,-1.24653087979791,0.25789239619924,-4.83353095387458,1.34132411486958e-06,2.70668100980506e-05
"COL5A3",783.591259655096,-1.48382426650039,0.307003094369193,-4.83325508346827,1.34318499799538e-06,2.70868405833625e-05
"GREM2",589.418084099734,2.37635080067615,0.49170705033034,4.83285891280115,1.34586171004705e-06,2.71232866720528e-05
"RPL7L1",1527.88824108139,-1.01037113827897,0.209099248946365,-4.83201706065494,1.35156669610292e-06,2.7220675415315e-05
"C1orf168",21.5676831739001,1.48635600049719,0.307699186517713,4.8305490089803,1.36157094067917e-06,2.74044700879794e-05
"CCDC89",132.967445630384,1.35096523359467,0.279693752366181,4.83015877961391,1.36424217158921e-06,2.74405306428553e-05
"ENSG00000228213.1",5.69049204235269,2.93263753950046,0.607209459589406,4.82969672686507,1.36741157107643e-06,2.74865584941182e-05
"FABP2",897.918651645044,2.31433264369758,0.479245485170624,4.82911725892132,1.37139637708771e-06,2.75489071320059e-05
"ABCA5",1925.52820388789,1.35181028598421,0.28017110345967,4.8249454325999,1.40041603551062e-06,2.80956778519775e-05
"ENSG00000224721.1",241.491313785615,1.02542944210479,0.212606813299744,4.82312596755347,1.41325653998616e-06,2.83350670166763e-05
"PTPRZ1",139.928324289782,2.5371300296328,0.526078095536957,4.82272508807501,1.41610084735305e-06,2.8373858789257e-05
"NOLC1",3501.2143510418,-1.23967966897321,0.25707851872728,-4.82218302451134,1.41995563494831e-06,2.84328343668052e-05
"MCM3",2913.68591496498,-1.09724841296086,0.227566482649814,-4.82166090622992,1.42367812425884e-06,2.84890868778083e-05
"TSTA3",1593.81372836858,-1.3465517404707,0.279443660850957,-4.81868773251182,1.44505515753444e-06,2.88983241984629e-05
"SNORD43",12.1518275581292,-1.44632363786337,0.30041161501324,-4.81447309485561,1.47588785760784e-06,2.94582683901419e-05
"CD177",6772.65032941143,3.44444399755972,0.715596144846844,4.81339093616403,1.48390600500253e-06,2.95827136151102e-05
"FMO4",150.460143229614,1.19738987429262,0.24876301974438,4.81337569998554,1.48401919439842e-06,2.95827136151102e-05
"TOX",605.678328491546,1.33896857191146,0.27819530940716,4.81305229324257,1.48642373852092e-06,2.96117250131783e-05
"MCM8",680.840318495585,-1.33983193002441,0.278425459459752,-4.81217462161748,1.49296816005559e-06,2.97231191380052e-05
"ENSG00000257613.1",17.9939586658021,1.72100600641315,0.357673591713324,4.81166640838425,1.49677034449243e-06,2.9779811503272e-05
"SNORD12",117.988081548985,-1.35720403785617,0.282224184348991,-4.8089572514377,1.51719644504508e-06,3.01477563669245e-05
"PVRL4",440.225227296812,-1.85255170229575,0.385346678188324,-4.80749363405796,1.52834284146021e-06,3.03499119191815e-05
"ENSG00000261374.1",10.3190227709347,2.13349634998703,0.443799815149645,4.80733942907939,1.52952178630761e-06,3.035400201491e-05
"NCAPH",550.755644296562,-1.55773363002102,0.324124135449264,-4.80597851147945,1.53996439954143e-06,3.05418114256161e-05
"KIAA0020",1202.60066708065,-1.03034330415209,0.21445943439719,-4.80437387633803,1.55236517307614e-06,3.0768193331929e-05
"ACADL",9.42701026533128,2.26697430434065,0.472052051928834,4.80238205739737,1.56789171853785e-06,3.10364961568689e-05
"BEX1",34.1740920951274,2.32825110599545,0.484899069142347,4.80151696334144,1.57468166665402e-06,3.11226935377208e-05
"E2F3",985.564227361986,-1.11932286958673,0.23311734137089,-4.80154270379179,1.57447922766896e-06,3.11226935377208e-05
"PFDN4",411.103285390163,-1.31880000553802,0.274694294333655,-4.80097341933193,1.57896228375494e-06,3.11765103584195e-05
"KLRG2",73.4496695089251,-4.1874862494041,0.872375905320099,-4.80009388598095,1.58591265062758e-06,3.12939386221559e-05
"AHCYL2",6396.51197260749,1.524209367899,0.317584088526914,4.79938832883256,1.59150944951181e-06,3.13448991770327e-05
"GHR",324.707972888508,1.79533917338524,0.374071313171935,4.79945697562765,1.59096407935079e-06,3.13448991770327e-05
"PRMT1",2490.0079636128,-1.05676151944062,0.220186541604193,-4.79939196892541,1.59148052598052e-06,3.13448991770327e-05
"CDCA7",2041.46200842473,-1.51508579793723,0.315744100582384,-4.79846114351046,1.59889317902657e-06,3.14704545779759e-05
"ZIM2",36.7966507200714,1.97263816076435,0.411151127083574,4.79784203622863,1.60384182258673e-06,3.15479529251186e-05
"C20orf24",3164.64497679901,-1.17667109771626,0.245414093851888,-4.79463538237705,1.62970974628745e-06,3.20164074023486e-05
"ENSG00000225745.4",268.120442413193,-1.61257717382936,0.336420301941463,-4.79334084335359,1.64026595713318e-06,3.22035097952699e-05
"MRPS17",335.404394811311,-1.14043656994881,0.237940873447525,-4.79294100851622,1.64353964016343e-06,3.22200017944809e-05
"DDX31",654.928954142928,-1.00415872690223,0.209526584089806,-4.79251227840297,1.64705688290086e-06,3.22556394073184e-05
"ZNF367",571.259238665367,-1.26066417773265,0.263079582871016,-4.79194988822349,1.65168162550572e-06,3.2325916983e-05
"ENSG00000241684.1",250.142784291645,1.94862282497186,0.40669605617626,4.79134920385689,1.65663506006669e-06,3.23904175266039e-05
"ENSG00000253806.1",287.89674383771,-1.52445515761145,0.318171609443646,-4.7912985079879,1.65705376710773e-06,3.23904175266039e-05
"RBKS",92.4041172272207,1.01117894487544,0.211051390854503,4.79115034864916,1.65827802700129e-06,3.2394051101039e-05
"CDR2L",425.149556571498,-1.41988462519084,0.296402235259092,-4.79039783201933,1.6645096034841e-06,3.24954356069421e-05
"SLC2A1",2770.18532354055,-1.45274941679556,0.303275166634334,-4.79020235292518,1.66613204141194e-06,3.25067675396675e-05
"ENSG00000257588.1",15.931889075042,-3.5474963789196,0.740664821056864,-4.78961100630867,1.67104936100246e-06,3.25433708287976e-05
"FAM19A5",132.306274677126,-1.40654585716614,0.293666639620284,-4.78960040876562,1.67113761155668e-06,3.25433708287976e-05
"VNN3",61.5601789249304,-2.94154803754666,0.6141246564234,-4.78982240295958,1.66928990065243e-06,3.25433708287976e-05
"CD200R1L",11.9562599925671,-4.39137016851964,0.916880771008216,-4.78946697037917,1.67224919698202e-06,3.25447025566115e-05
"LOC100289019",1678.86701275639,1.01127324864263,0.211156840948729,4.78920429051208,1.6744394830375e-06,3.25670128131677e-05
"C6",31.0906386022749,2.11912249223615,0.442554990925752,4.78838231561527,1.6813111295838e-06,3.26599397942875e-05
"LEAP2",47.5452111062921,1.4612448749129,0.305237294515423,4.78724225764313,1.69088680680331e-06,3.28050968357231e-05
"KLHDC1",124.017800935019,1.41764843168758,0.296167592596609,4.78664265478389,1.69594405626003e-06,3.28827636563979e-05
"BBOX1",16.4078345655062,-2.78957418386772,0.583071605535657,-4.78427376223371,1.7160666200272e-06,3.32522548726637e-05
"MXRA5",5109.45321785862,-1.42019063197918,0.296860944859441,-4.78402651669663,1.71818002340586e-06,3.32725401553028e-05
"ENSG00000234771.2",1762.46747325089,1.01575576255491,0.212333023755005,4.78378607619186,1.72023765771652e-06,3.32917209725697e-05
"TREM1",220.722206637355,-2.96408879204019,0.619935004222558,-4.78128960592791,1.74174229553704e-06,3.36452844544081e-05
"GPR56",1989.49061237448,-1.4849181801647,0.310585566064673,-4.78102765360157,1.74401367557729e-06,3.36474920451358e-05
"SH2D7",66.2924891371327,2.41913819638633,0.505983077593108,4.78106542197783,1.74368601168843e-06,3.36474920451358e-05
"SLC13A2",185.405571195163,2.22224782890384,0.464861999075992,4.78044631163875,1.7490646457871e-06,3.37240851388258e-05
"ENSG00000250899.3",146.289143006581,-1.51970584683257,0.318001127703061,-4.77893225665419,1.76228553291508e-06,3.39580122114588e-05
"SPC24",132.587050587657,-1.20498913450602,0.252271529768316,-4.77655617981417,1.7832275006978e-06,3.42768628091615e-05
"WDYHV1",232.876260256567,-1.19785447472044,0.250898984706707,-4.77424998798099,1.80378209201089e-06,3.46506095593988e-05
"ENSG00000230729.1",17.9762271172449,1.69025041726802,0.354050838678329,4.77403308399924,1.80572698127421e-06,3.46666243906533e-05
"ENSG00000229257.2",40.5097874776565,-1.78544921521373,0.374035987591883,-4.77346906298724,1.81079376410184e-06,3.47425172562639e-05
"ENSG00000250354.1",40.3697441435306,1.63102182089079,0.341715069927318,4.77304621431446,1.8146013075375e-06,3.47941714758743e-05
"CES2",8349.93899034404,1.22003081800975,0.255790750488628,4.76964399877309,1.84551779106414e-06,3.53435350078748e-05
"ENSG00000232828.1",115.570496165619,-1.0787636948152,0.226257953401296,-4.76784872575015,1.86203509084889e-06,3.5637980815468e-05
"ENSG00000249859.3",1014.0597144279,-1.94413653924996,0.407921316865402,-4.76595965660565,1.87956868739436e-06,3.58854983724858e-05
"ENSG00000271811.1",34.1295954979762,-2.05523936883632,0.431229277363337,-4.76600146771727,1.87917890213129e-06,3.58854983724858e-05
"DYRK3",247.275130198456,-1.36671701110321,0.286869610898711,-4.76424465743001,1.89562392588392e-06,3.61477870512229e-05
"LRRC19",2340.11904722446,1.82797139936205,0.383698451704301,4.76408333482353,1.89714093511573e-06,3.6154615609533e-05
"NUFIP1",282.526734617906,-1.16367988928597,0.244322628021922,-4.76288217226264,1.90847288802252e-06,3.63483691621725e-05
"ENSG00000261534.1",63.5601181511626,1.18737130193286,0.249480990983118,4.75936582283821,1.94202174738882e-06,3.68996769584263e-05
"PDE7B",324.852168318906,1.4208197817375,0.298532163748151,4.75935243927733,1.94215051337423e-06,3.68996769584263e-05
"PDZK1",212.480912275955,2.35129899113958,0.494063797814349,4.75909994122481,1.94458138662371e-06,3.69233752395009e-05
"PCAT1",47.7756413465226,-1.93068417860617,0.405758220819317,-4.75821333874071,1.95314014260904e-06,3.70633290930501e-05
"GPR97",221.569483973099,-2.5432776325319,0.534547323935877,-4.7578156669193,1.95699078565847e-06,3.71138246444908e-05
"ENSG00000271970.1",35.1262393249391,-1.1823789046755,0.248637737172086,-4.75542819092324,1.98026241498897e-06,3.75060893490894e-05
"RFX8",10.0211477462715,-2.84713554826861,0.598858472930052,-4.75427112910059,1.99163614881241e-06,3.76564078390914e-05
"TBRG4",3307.1691111369,-1.01935019016588,0.21449064291611,-4.75242265260291,2.00993669182724e-06,3.79564134230838e-05
"TUB",317.855335464258,1.53757458656816,0.323529565425487,4.7525010103668,2.00915765560959e-06,3.79564134230838e-05
"PARK2",105.063374009545,1.32982751874706,0.279883264921648,4.75136489178565,2.02048143267204e-06,3.8132461739304e-05
"C11orf92",359.99375621929,1.35894266085428,0.286026411010324,4.7511090184089,2.02304018657536e-06,3.81576691055571e-05
"SOX10",102.677949321069,2.02455689822273,0.426230293999359,4.74991319651667,2.03503982267388e-06,3.83608080652309e-05
"S100A9",2330.05324139462,-3.35861200719338,0.707340496178783,-4.74822525408538,2.05209413001166e-06,3.86589254673754e-05
"ESPL1",669.774094762831,-1.46105487230267,0.307814548202603,-4.74654262065939,2.06923138423445e-06,3.8934747583813e-05
